node_id,organism,full_info,x_pos,y_pos,degree_centrality,betweenness_centrality,closeness_centrality,cluster_id
NC_065298.1,Alloxiphidiopsis emarginata,"NC_065298.1 Alloxiphidiopsis emarginata mitochondrion, complete genome",-0.0649455338716507,-0.6596643328666687,0.06692531522793405,0.002797470902910562,0.15794115033508033,7
MW810985.1,Alulacris shilinensis,"MW810985.1 Alulacris shilinensis mitochondrion, complete genome",0.6539826989173889,-0.6852573752403259,0.0,0.0,0.0,4
JQ272702.1,Alulatettix yunnanensis,"JQ272702.1 Alulatettix yunnanensis mitochondrion, complete genome",-0.23527632653713226,0.4699472188949585,0.008729388942774006,0.0015992875780576606,0.17521286169332487,18
NC_018542.1,Alulatettix yunnanensis,"NC_018542.1 Alulatettix yunnanensis mitochondrion, complete genome",-0.28398439288139343,0.3951869308948517,0.008729388942774006,0.0015992875780576606,0.17521286169332487,18
KY364002.1,Anabropsis (Apteranabropsis),"KY364002.1 Anabropsis (Apteranabropsis) sp. QS-2017 mitochondrion, complete genome",-0.5319681763648987,-0.1854676604270935,0.030067895247332686,0.0005399407464034649,0.15604676583561908,3
KY241792.1,Anabropsis carli,"KY241792.1 Anabropsis carli mitochondrion, complete genome",-0.654656171798706,-0.2132900357246399,0.04655674102812803,0.0005989236061659747,0.1517040464505793,3
NC_035420.1,Pteranabropsis carli,"NC_035420.1 Pteranabropsis carli mitochondrion, complete genome",-0.769210159778595,-0.26061034202575684,0.04655674102812803,0.0005989236061659747,0.1517040464505793,3
KY296452.1,Anabropsis carnarius,"KY296452.1 Anabropsis carnarius mitochondrion, complete genome",-0.6016882061958313,-0.20205390453338623,0.040737148399612025,0.00024245095591627928,0.15182206733625736,3
NC_035552.1,Pteranabropsis carnarius,"NC_035552.1 Pteranabropsis carnarius mitochondrion, complete genome",-0.814720094203949,-0.2531323730945587,0.040737148399612025,0.00024245095591627928,0.15182206733625736,3
KY296453.1,Anabropsis crenatis,"KY296453.1 Anabropsis crenatis mitochondrion, complete genome",-0.8078423142433167,-0.2247156947851181,0.0446168768186227,0.0005719574950759784,0.1522959929405535,3
NC_035553.1,Pteranabropsis crenatis,"NC_035553.1 Pteranabropsis crenatis mitochondrion, complete genome",-0.7894354462623596,-0.22103488445281982,0.0446168768186227,0.0005719574950759784,0.1522959929405535,3
PQ625792.1,Anabropsis daweishanensis,"PQ625792.1 Anabropsis daweishanensis isolate XZ201TL mitochondrion, complete genome",-0.6434344053268433,-0.21936504542827606,0.0504364694471387,0.002227902908136773,0.15662286143982762,3
PQ625789.1,Anabropsis erythronota,"PQ625789.1 Anabropsis erythronota isolate HZ1333 mitochondrion, complete genome",-0.2995750904083252,-0.8376197814941406,0.011639185257032008,8.517160386309558e-06,0.13949398524233397,7
PQ625791.1,Anabropsis flavimaculata,"PQ625791.1 Anabropsis flavimaculata isolate HZ1334TL mitochondrion, complete genome",-0.8437979817390442,-0.2025170922279358,0.03588748787584869,0.00022440525826434378,0.15142154357078305,3
ON153176.1,Anabropsis guangxiensis,"ON153176.1 Anabropsis guangxiensis mitochondrion, complete genome",-0.6156937479972839,-0.14272195100784302,0.041707080504364696,0.01840226286445015,0.1659174335606404,3
NC_068726.1,Anabropsis guangxiensis,"NC_068726.1 Anabropsis guangxiensis mitochondrion, complete genome",-0.8000359535217285,-0.16988685727119446,0.041707080504364696,0.01840226286445015,0.1659174335606404,3
ON646276.1,Anabropsis maguanensis,"ON646276.1 Anabropsis maguanensis mitochondrion, complete genome",-0.7636351585388184,-0.24327823519706726,0.04558680892337536,0.0004529890066402628,0.15194027199783963,3
NC_069981.1,Anabropsis maguanensis,"NC_069981.1 Anabropsis maguanensis mitochondrion, complete genome",-0.631393551826477,-0.19165581464767456,0.04558680892337536,0.0004529890066402628,0.15194027199783963,3
OM772581.1,Anabropsis multispinula,"OM772581.1 Anabropsis multispinula mitochondrion, complete genome",-0.7345563769340515,-0.24195058643817902,0.02521823472356935,0.00028195582767678856,0.1447071669538968,3
NC_068725.1,Anabropsis multispinula,"NC_068725.1 Anabropsis multispinula mitochondrion, complete genome",-0.759681224822998,-0.3045927584171295,0.02521823472356935,0.00028195582767678856,0.1447071669538968,3
PQ625790.1,Anabropsis nigrimaculatis,"PQ625790.1 Anabropsis nigrimaculatis isolate HZ1330TL mitochondrion, complete genome",-0.7090786099433899,-0.15292805433273315,0.03588748787584869,0.00010274449028972058,0.15104650569197,3
PQ625793.1,Anabropsis pengi,"PQ625793.1 Anabropsis pengi isolate XZ265TL mitochondrion, complete genome",-0.8595317006111145,-0.11653995513916016,0.026188166828322017,0.0029595384578419413,0.16262673779502101,3
ON203963.1,Anabropsis shii,"ON203963.1 Anabropsis shii mitochondrion, complete genome",-0.7909446358680725,-0.18741145730018616,0.04267701260911736,0.01987338653841565,0.16594565081124593,3
NC_068727.1,Anabropsis shii,"NC_068727.1 Anabropsis shii mitochondrion, complete genome",-0.7844974398612976,-0.17265307903289795,0.04267701260911736,0.01987338653841565,0.16594565081124593,3
OM048768.1,Anabropsis tonkinensis,"OM048768.1 Anabropsis tonkinensis mitochondrion, complete genome",-0.7201849818229675,-0.16981595754623413,0.04364694471387003,0.0020285225896152282,0.15730459886669776,3
OM048769.1,Anabropsis tonkinensis,"OM048769.1 Anabropsis tonkinensis mitochondrion, complete genome",-0.7341130375862122,-0.14512065052986145,0.0446168768186227,0.0016455931345140697,0.15289257705580167,3
NC_068091.1,Anabropsis tonkinensis,"NC_068091.1 Anabropsis tonkinensis mitochondrion, complete genome",-0.7217497229576111,-0.18374042212963104,0.04364694471387003,0.0020285225896152282,0.15730459886669776,3
EF373911.1,Anabrus simplex,"EF373911.1 Anabrus simplex voucher OR034 mitochondrion, complete genome",-0.16914835572242737,-0.7355899810791016,0.08244422890397672,0.0027752663222566187,0.15789003669419516,7
NC_009967.1,Anabrus simplex,"NC_009967.1 Anabrus simplex mitochondrion, complete genome",-0.1350013017654419,-0.5854241847991943,0.08244422890397672,0.0027752663222566187,0.15789003669419516,7
CM080363.1,Anabrus simplex,"CM080363.1 Anabrus simplex isolate iqAnaSimp2 mitochondrion, complete sequence, whole genome shotgun sequence",-0.16918163001537323,-0.7006130814552307,0.09311348205625607,0.003964584001018296,0.15829987455712624,7
CM080362.1,Anabrus simplex,"CM080362.1 Anabrus simplex isolate iqAnaSimp1 mitochondrion, complete sequence, whole genome shotgun sequence",-0.1531946063041687,-0.7104677557945251,0.07662463627546072,0.002140341212124748,0.15773689407858488,7
MT340751.1,Anapodisma miramae,"MT340751.1 Anapodisma miramae mitochondrion, complete genome",0.41177889704704285,0.0016754596726968884,0.09893307468477207,0.00817108883629451,0.19885070853273407,2
NC_052715.1,Anapodisma miramae,"NC_052715.1 Anapodisma miramae mitochondrion, complete genome",0.42174088954925537,0.009345350787043571,0.09893307468477207,0.00817108883629451,0.19885070853273407,2
MZ403754.1,Anelytra multicurvata,"MZ403754.1 Anelytra multicurvata mitochondrion, complete genome",-0.40128087997436523,-0.6118261218070984,0.04558680892337536,0.0015599222511172674,0.17160753196801373,7
NC_065467.1,Anelytra multicurvata,"NC_065467.1 Anelytra multicurvata mitochondrion, complete genome",-0.3636246919631958,-0.5617061257362366,0.04558680892337536,0.0015599222511172674,0.17160753196801373,7
MZ403755.1,Anelytra obtusa,"MZ403755.1 Anelytra obtusa mitochondrion, complete genome",-0.32137468457221985,-0.6431552171707153,0.08244422890397672,0.00835580108326552,0.17399436996614231,7
NC_065466.1,Anelytra obtusa,"NC_065466.1 Anelytra obtusa mitochondrion, complete genome",-0.3283003568649292,-0.6684680581092834,0.08244422890397672,0.00835580108326552,0.17399436996614231,7
KM521245.1,Angaracris barabensis,"KM521245.1 Angaracris barabensis mitochondrion, complete genome",0.3068768382072449,0.3951140344142914,0.14354995150339475,0.0005934644757452257,0.20252395740351312,1
NC_025558.1,Angaracris barabensis,"NC_025558.1 Angaracris barabensis mitochondrion, complete genome",0.328860342502594,0.39097556471824646,0.14354995150339475,0.0005934644757452257,0.20252395740351312,1
MN083193.1,Angaracris barabensis,"MN083193.1 Angaracris barabensis mitochondrion, complete genome",0.3212846517562866,0.43104732036590576,0.15809893307468478,0.0025699002533022997,0.21056547837076525,1
KM670011.1,Angaracris rhodopa,"KM670011.1 Angaracris rhodopa mitochondrion, complete genome",0.3700861930847168,0.39927181601524353,0.14742967992240544,0.0007275372971313579,0.20358031019614564,1
NC_025946.1,Angaracris rhodopa,"NC_025946.1 Angaracris rhodopa mitochondrion, complete genome",0.35798904299736023,0.39367085695266724,0.14742967992240544,0.0007275372971313579,0.20358031019614564,1
OQ241409.1,Angulomastax meiospina,"OQ241409.1 Angulomastax meiospina mitochondrion, complete genome",-0.5741050243377686,-0.27130135893821716,0.005819592628516004,0.0018833633101993544,0.1332459957353716,8
NC_072962.1,Angulomastax meiospina,"NC_072962.1 Angulomastax meiospina mitochondrion, complete genome",-0.6900089383125305,-0.4316215515136719,0.005819592628516004,0.0018833633101993544,0.1332459957353716,8
PQ442193.1,Anostostomatidae sp.,"PQ442193.1 Anostostomatidae sp. voucher ORT190 GB mitochondrion, complete genome",-0.4648575782775879,-0.7094026803970337,0.041707080504364696,0.0023537961482426057,0.16861248086575534,7
MN138365.1,Anterastes babadaghi,"MN138365.1 Anterastes babadaghi mitochondrion, complete genome",-0.12014517933130264,-0.7785118222236633,0.07856450048496605,0.003901125243448735,0.15783895612586965,7
NC_046894.1,Anterastes babadaghi,"NC_046894.1 Anterastes babadaghi mitochondrion, complete genome",-0.11712711304426193,-0.7548514008522034,0.07856450048496605,0.003901125243448735,0.15783895612586965,7
MN046211.1,Apalacris nigrogeniculata,"MN046211.1 Apalacris nigrogeniculata mitochondrion, complete genome",0.5372512936592102,0.4761205315589905,0.011639185257032008,0.0007091642634118331,0.17562282699246332,9
NC_046527.1,Apalacris nigrogeniculata,"NC_046527.1 Apalacris nigrogeniculata mitochondrion, complete genome",0.3070945143699646,0.6108316779136658,0.011639185257032008,0.0007091642634118331,0.17562282699246332,9
GU324311.1,Arcyptera coreana,"GU324311.1 Arcyptera coreana mitochondrion, complete genome",0.3872780203819275,-0.11074288189411163,0.12124151309408342,0.0005470329681075901,0.18692728482186324,2
NC_013805.1,Arcyptera coreana,"NC_013805.1 Arcyptera coreana mitochondrion, complete genome",0.43248552083969116,-0.09783677756786346,0.12124151309408342,0.0005470329681075901,0.18692728482186324,2
MH101367.1,Arcyptera fusca,"MH101367.1 Arcyptera fusca fusca mitochondrion, complete genome",0.4496190547943115,-0.10908310115337372,0.1280310378273521,0.0006126925623030516,0.18717829019185234,2
MG838886.1,Arcyptera meridionalis,"MG838886.1 Arcyptera meridionalis mitochondrion, complete genome",0.4097527861595154,-0.061236634850502014,0.10766246362754607,0.0004454573375157346,0.18732202472069998,2
NC_039962.1,Arcyptera meridionalis,"NC_039962.1 Arcyptera meridionalis mitochondrion, complete genome",0.3911007344722748,-0.06634185463190079,0.10766246362754607,0.0004454573375157346,0.18732202472069998,2
MN083204.1,Arcyptera meridionalis,"MN083204.1 Arcyptera meridionalis mitochondrion, complete genome",0.4040174186229706,-0.03618006035685539,0.11057225994180407,0.0004995988240331835,0.18789917711729753,2
MF997490.1,Arcyptera meridionalis,"MF997490.1 Arcyptera meridionalis mitochondrion, complete genome",0.5449039340019226,-0.0051888092420995235,0.15615906886517944,0.0016631379114334772,0.2031987560954032,2
OQ612708.1,Arcyptera microptera,"OQ612708.1 Arcyptera microptera microptera mitochondrion, complete genome",0.4173988997936249,-0.04174674674868584,0.12027158098933075,0.0005097836212144793,0.18862563826988712,2
KF658071.1,Asiotmethis jubatus,"KF658071.1 Asiotmethis jubatus mitochondrion, complete genome",-0.4178484380245209,0.5447189211845398,0.07759456838021339,0.0002742825393826997,0.19314339405584444,10
NC_025904.1,Asiotmethis jubatus,"NC_025904.1 Asiotmethis jubatus mitochondrion, complete genome",-0.46299079060554504,0.5937917828559875,0.07759456838021339,0.0002742825393826997,0.19314339405584444,10
JX468876.1,Asiotmethis zacharjini,"JX468876.1 Asiotmethis zacharjini voucher Z0730 mitochondrion, complete genome",-0.5167154669761658,0.6102538108825684,0.07856450048496605,0.0001698395001144507,0.19383401405842793,10
NC_020328.1,Asiotmethis zacharjini,"NC_020328.1 Asiotmethis zacharjini voucher Z0730 mitochondrion, complete genome",-0.44156715273857117,0.5270621180534363,0.07856450048496605,0.0001698395001144507,0.19383401405842793,10
MH091704.1,Asulconotus kozlovi,"MH091704.1 Asulconotus kozlovi mitochondrion, complete genome",0.13243791460990906,0.027598721906542778,0.008729388942774006,0.0,0.16916789645806626,2
MK903557.2,Atlanticus sinensis,"MK903557.2 Atlanticus sinensis mitochondrion, complete genome",-0.20349879562854767,-0.7770757079124451,0.06013579049466537,0.0003669333868908423,0.15498100806387008,7
KX057730.1,Atlanticus sp.,"KX057730.1 Atlanticus sp. ZJZ-2017 mitochondrion, complete genome",-0.1821649968624115,-0.6368574500083923,0.07759456838021339,0.030785650270767767,0.1728845547076765,7
OR544953.1,Atractomorpha lata,"OR544953.1 Atractomorpha lata mitochondrion, complete genome",0.05721264332532883,0.3917255103588104,0.015518913676042677,0.0057349648665149825,0.18368983937690628,9
NC_084263.1,Atractomorpha lata,"NC_084263.1 Atractomorpha lata mitochondrion, complete genome",0.08303194493055344,0.32245439291000366,0.015518913676042677,0.0057349648665149825,0.18368983937690628,9
MN083194.1,Atractomorpha psittacina,"MN083194.1 Atractomorpha psittacina mitochondrion, complete genome",-0.04032847657799721,0.253282755613327,0.009699321047526674,0.00047487055032301525,0.16745502432986548,9
NC_046552.1,Atractomorpha psittacina,"NC_046552.1 Atractomorpha psittacina mitochondrion, complete genome",-0.013400963507592678,0.26667648553848267,0.009699321047526674,0.00047487055032301525,0.16745502432986548,9
EU263919.1,Atractomorpha sinensis,"EU263919.1 Atractomorpha sinensis mitochondrion, complete genome",-0.23243027925491333,0.14403457939624786,0.006789524733268671,0.0037591931671579104,0.15483345394638626,9
NC_011824.1,Atractomorpha sinensis,"NC_011824.1 Atractomorpha sinensis mitochondrion, complete genome",-0.27128303050994873,0.14794927835464478,0.006789524733268671,0.0037591931671579104,0.15483345394638626,9
OR253923.1,Aularches miliaris,"OR253923.1 Aularches miliaris mitochondrion, complete genome",0.295611709356308,0.5657289624214172,0.03976721629485936,0.03800740107572326,0.20831776831129936,1
NC_082223.1,Aularches miliaris,"NC_082223.1 Aularches miliaris mitochondrion, complete genome",0.5230630040168762,0.5058504343032837,0.03976721629485936,0.03800740107572326,0.20831776831129936,1
PQ869512.1,Bolivaritettix circocephalus,"PQ869512.1 Bolivaritettix circocephalus mitochondrion, complete genome",-0.39068594574928284,0.4262477457523346,0.0038797284190106693,0.00562748957087567,0.09633334255801423,11
MN083182.1,Bryodema dolichoptera,"MN083182.1 Bryodema dolichoptera mitochondrion, complete genome",0.31585240364074707,0.3833073079586029,0.14451988360814744,0.0006760495825608044,0.20256600099026909,1
NC_046543.1,Bryodema dolichoptera,"NC_046543.1 Bryodema dolichoptera mitochondrion, complete genome",0.3095853626728058,0.38578560948371887,0.14451988360814744,0.0006760495825608044,0.20256600099026909,1
OQ470637.1,Bryodema gebleri,"OQ470637.1 Bryodema gebleri mitochondrion, complete genome",0.20724797248840332,0.44577619433403015,0.11057225994180407,4.138202178764386e-06,0.1833791442905706,1
MT499330.1,Bryodema kozlovi,"MT499330.1 Bryodema kozlovi mitochondrion, complete genome",0.3931206464767456,0.4653022289276123,0.15809893307468478,0.0025699002533022997,0.21056547837076525,1
NC_052731.1,Bryodema kozlovi,"NC_052731.1 Bryodema kozlovi mitochondrion, complete genome",0.3458345830440521,0.44882380962371826,0.15809893307468478,0.0025699002533022997,0.21056547837076525,1
HQ833839.1,Bryodema luctuosum,"HQ833839.1 Bryodema luctuosum luctuosum mitochondrion, complete genome",0.27305904030799866,0.5431174039840698,0.13579049466537343,5.3386068872878246e-05,0.19812394452185303,1
KP889242.1,Bryodema miramae,"KP889242.1 Bryodema miramae miramae mitochondrion, complete genome",0.320099413394928,0.37998852133750916,0.1454898157129001,0.0006017328968622905,0.2026080620369863,1
MN083167.1,Bryodema nigroptera,"MN083167.1 Bryodema nigroptera mitochondrion, complete genome",0.35192781686782837,0.4386923611164093,0.1600387972841901,0.0027673019305690123,0.21074739239095597,1
NC_046535.1,Bryodema nigroptera,"NC_046535.1 Bryodema nigroptera mitochondrion, complete genome",0.3529154658317566,0.44667601585388184,0.1600387972841901,0.0027673019305690123,0.21074739239095597,1
OP373194.1,Bryodema qilianshanense,"OP373194.1 Bryodema qilianshanense mitochondrion, complete genome",0.3618853688240051,0.4288572371006012,0.16197866149369544,0.0008786287923003288,0.20366529467128494,1
NC_071951.1,Bryodema qilianshanense,"NC_071951.1 Bryodema qilianshanense mitochondrion, complete genome",0.33024728298187256,0.4150547981262207,0.16197866149369544,0.0008786287923003288,0.20366529467128494,1
MN083195.1,Bryodemacris uvarovi,"MN083195.1 Bryodemacris uvarovi mitochondrion, complete genome",0.3862658441066742,0.44358891248703003,0.1600387972841901,0.00275015656076439,0.21221409890607354,1
NC_046553.1,Bryodemacris uvarovi,"NC_046553.1 Bryodemacris uvarovi mitochondrion, complete genome",0.40282899141311646,0.4539889991283417,0.1600387972841901,0.00275015656076439,0.21221409890607354,1
KU244468.1,Bryodemella diamesum,"KU244468.1 Bryodemella diamesum mitochondrion, complete genome",0.4060949385166168,0.4733598530292511,0.15809893307468478,0.0025699002533022997,0.21056547837076525,1
KU244469.1,Bryodemella holdereri,"KU244469.1 Bryodemella holdereri holdereri mitochondrion, complete genome",0.3651823103427887,0.4465293288230896,0.1600387972841901,0.002849748233103011,0.2106563961075402,1
MN083168.1,Bryodemella holdereri,"MN083168.1 Bryodemella holdereri holdereri mitochondrion, complete genome",0.3441446125507355,0.3836216330528259,0.14645974781765275,0.0006991821301979257,0.20265014055454333,1
NC_046536.1,Bryodemella holdereri,"NC_046536.1 Bryodemella holdereri holdereri mitochondrion, complete genome",0.29622673988342285,0.3767929971218109,0.14645974781765275,0.0006991821301979257,0.20265014055454333,1
KU244467.1,Bryodemella nigrifemura,"KU244467.1 Bryodemella nigrifemura mitochondrion, complete genome",0.3886811137199402,0.45929694175720215,0.14936954413191078,0.0016146292152828079,0.21193753839490143,1
KP216695.1,Bryodemella tuberculata,"KP216695.1 Bryodemella tuberculata diluta mitochondrion, complete genome",0.38604599237442017,0.43303748965263367,0.16197866149369544,0.0030313997179411936,0.21230644620759925,1
MN083196.1,Bryodemella tuberculata,"MN083196.1 Bryodemella tuberculata diluta mitochondrion, complete genome",0.35640662908554077,0.41234079003334045,0.15809893307468478,0.001955644140095092,0.2128157964602238,1
NC_046554.1,Bryodemella tuberculata,"NC_046554.1 Bryodemella tuberculata diluta mitochondrion, complete genome",0.3454956114292145,0.40956059098243713,0.15809893307468478,0.001955644140095092,0.2128157964602238,1
PP669995.1,Bryodemella tuberculata,"PP669995.1 Bryodemella tuberculata diluta mitochondrion, complete genome",0.3096484839916229,0.4237974286079407,0.14161008729388944,0.00035032053533694713,0.20102192558099014,1
MH580272.1,Cacoplistes rogenhoferi,"MH580272.1 Cacoplistes rogenhoferi mitochondrion, complete genome",0.5424797534942627,-0.399596631526947,0.006789524733268671,7.179134059220826e-05,0.13856296886823716,3
NC_039664.1,Cacoplistes rogenhoferi,"NC_039664.1 Cacoplistes rogenhoferi mitochondrion, complete genome",0.1416163146495819,-0.16333328187465668,0.006789524733268671,7.179134059220826e-05,0.13856296886823716,3
KX289321.1,Calliptamus abbreviatus,"KX289321.1 Calliptamus abbreviatus mitochondrion, complete genome",-0.11223224550485611,0.5808043479919434,0.029097963142580018,0.0023520822985592764,0.18837073875871163,10
NC_030626.1,Calliptamus abbreviatus,"NC_030626.1 Calliptamus abbreviatus mitochondrion, complete genome",-0.14805258810520172,0.46468493342399597,0.029097963142580018,0.0023520822985592764,0.18837073875871163,10
MN083183.1,Calliptamus barbarus,"MN083183.1 Calliptamus barbarus mitochondrion, complete genome",-0.38097769021987915,0.5246660709381104,0.08826382153249272,0.0011312451215080652,0.1947625602335581,10
NC_046544.1,Calliptamus barbarus,"NC_046544.1 Calliptamus barbarus mitochondrion, complete genome",-0.4251348376274109,0.6453887820243835,0.08826382153249272,0.0011312451215080652,0.1947625602335581,10
MT985324.1,Calliptamus barbarus,"MT985324.1 Calliptamus barbarus mitochondrion, complete genome",-0.41081392765045166,0.6895081996917725,0.08535402521823472,0.0010999727999249254,0.19676556297038236,10
MZ157401.1,Calliptamus barbarus,"MZ157401.1 Calliptamus barbarus mitochondrion, complete genome",-0.40908777713775635,0.6772847175598145,0.0863239573229874,0.0011666381756499132,0.1968052494494002,10
PP669993.1,Calliptamus coelesyriensis,"PP669993.1 Calliptamus coelesyriensis mitochondrion, complete genome",-0.35422348976135254,0.6852279901504517,0.05722599418040737,0.0013442646975935534,0.19660697698370466,10
NC_088745.1,Calliptamus coelesyriensis,"NC_088745.1 Calliptamus coelesyriensis mitochondrion, complete genome",-0.3518933355808258,0.6480244994163513,0.05722599418040737,0.0013442646975935534,0.19660697698370466,10
EU938373.1,Calliptamus italicus,"EU938373.1 Calliptamus italicus mitochondrion, complete genome",-0.2500702738761902,0.6044187545776367,0.0475266731328807,0.006783992175846659,0.20036148393637088,10
NC_011305.1,Calliptamus italicus,"NC_011305.1 Calliptamus italicus mitochondrion, complete genome",-0.24768753349781036,0.6183584332466125,0.0475266731328807,0.006783992175846659,0.20036148393637088,10
KM657333.1,Camptonotus carolinensis,"KM657333.1 Camptonotus carolinensis mitochondrion, complete genome",-0.3973212242126465,-0.8210143446922302,0.037827352085354024,0.0007068788662088107,0.1672541012633058,7
NC_028060.1,Camptonotus carolinensis,"NC_028060.1 Camptonotus carolinensis mitochondrion, complete genome",-0.3857939541339874,-0.7827724814414978,0.037827352085354024,0.0007068788662088107,0.1672541012633058,7
PQ442192.1,Carcinopsis sp.,"PQ442192.1 Carcinopsis sp. voucher ORT388 GB mitochondrion, complete genome",-0.25134512782096863,-0.715782105922699,0.03200775945683802,0.007255270040481517,0.14509448725206336,7
MG680938.1,Cardiodactylus muiri,"MG680938.1 Cardiodactylus muiri voucher MNHN-EO-ENSIF4179 mitochondrion, complete genome",-0.2429315149784088,0.28699561953544617,0.008729388942774006,0.0164431664154573,0.1773142698110351,3
NC_037914.1,Cardiodactylus muiri,"NC_037914.1 Cardiodactylus muiri voucher MNHN-EO-ENSIF4179 mitochondrion, complete genome",-0.3527577221393585,0.2567041218280792,0.008729388942774006,0.0164431664154573,0.1773142698110351,3
MF095791.1,Caryanda elegans,"MF095791.1 Caryanda elegans mitochondrion, complete genome",0.5461285710334778,0.06995853781700134,0.12221144519883609,0.001203154495168016,0.19491818353378468,2
NC_036750.1,Caryanda elegans,"NC_036750.1 Caryanda elegans mitochondrion, complete genome",0.5573228001594543,0.06851287186145782,0.12221144519883609,0.001203154495168016,0.19491818353378468,2
KU375571.1,Caryanda sp.,"KU375571.1 Caryanda sp. ZH-2016 mitochondrion, complete genome",0.449951171875,0.10581298917531967,0.07662463627546072,0.0008608948600151735,0.2007324473915092,2
NC_030165.1,Caryanda sp.,"NC_030165.1 Caryanda sp. ZH-2016 mitochondrion, complete genome",0.49482041597366333,0.12552553415298462,0.07662463627546072,0.0008608948600151735,0.2007324473915092,2
MT916718.1,Caryandoides hunanica,"MT916718.1 Caryandoides hunanica mitochondrion, complete genome",0.45050135254859924,-0.19576765596866608,0.0950533462657614,2.480417932564518e-05,0.1817735519318417,2
NC_053659.1,Caryandoides hunanica,"NC_053659.1 Caryandoides hunanica mitochondrion, complete genome",0.5034700036048889,-0.1867663562297821,0.0950533462657614,2.480417932564518e-05,0.1817735519318417,2
KP872953.1,Ceracris fasciata,"KP872953.1 Ceracris fasciata fasciata mitochondrion, complete genome",0.5846919417381287,0.09078280627727509,0.10184287099903007,0.0012257863903237856,0.20102192558099014,2
NC_043956.1,Ceracris fasciata,"NC_043956.1 Ceracris fasciata fasciata mitochondrion, complete genome",0.5641560554504395,0.08737579733133316,0.10184287099903007,0.0012257863903237856,0.20102192558099014,2
MK903585.1,Ceracris fasciata,"MK903585.1 Ceracris fasciata fasciata mitochondrion, complete genome",0.3979525864124298,0.341376394033432,0.1842870999030068,0.0058981575198686275,0.20988608878686302,1
